City,State_Abbre,Type,Population,Latitude,Longitude
Pennock,MN,City,479,45.146,-95.175
River Falls,AL,Town,479,31.352,-86.545
San Jose,IL,Village,479,40.306,-89.604
Saxtons River,VT,Village,479,43.139,-72.511
Summerhill,PA,Borough,479,40.376,-78.761
Towner,ND,City,479,48.347,-100.407
Denver,IN,Town,478,40.865,-86.077
Hutsonville,IL,Village,478,39.108,-87.661
Knapp,WI,Village,478,44.949,-92.081
Monroe,PA,Borough,478,41.712,-76.475
Rosholt,WI,Village,478,44.63,-89.305
Stark,NH,Town,478,44.594,-71.423
Arrowsic,ME,Town,477,43.877,-69.78
Hawthorn,PA,Borough,477,41.02,-79.283
Latimer,IA,City,477,42.763,-93.366
Berlin,AL,Town,476,34.181,-86.743
Bethel,MN,City,476,45.404,-93.275
Cedar Vale,KS,City,476,37.106,-96.502
Columbia Falls,ME,Town,476,44.679,-67.717
Fawn Grove,PA,Borough,476,39.731,-76.452
Fruitvale,TX,City,476,32.684,-95.804
Gilt Edge,TN,City,476,35.533,-89.831
Maynard,IA,City,476,42.774,-91.878
McKean,PA,Borough,476,41.998,-80.139
Oak Grove,IL,Village,476,41.412,-90.575
Thorne Bay,AK,City,476,55.667,-132.536
Ulen,MN,City,476,47.078,-96.259
Bayview,TX,Town,475,26.135,-97.398
Beverly Hills,MO,City,475,38.698,-90.29
Chapin,IL,Village,475,39.767,-90.403
Fountain Lake,AR,Town,475,34.614,-92.92
Freeman,MO,City,475,38.623,-94.506
Gas,KS,City,475,37.923,-95.345
Jefferson,SD,City,475,42.604,-96.566
La Paz,IN,Town,475,41.456,-86.308
Lake,MS,Town,475,32.341,-89.329
Liverpool,TX,City,475,29.295,-95.277
Moscow,ME,Town,475,45.12,-69.869
Murdo,SD,City,475,43.889,-100.714
Panama,NY,Village,475,42.069,-79.487
Paradise,TX,City,475,33.15,-97.689
Smiley,TX,City,475,29.271,-97.638
Beverly Beach,FL,Town,474,29.517,-81.148
Glenwood,UT,Town,474,38.762,-111.988
Irvington,VA,Town,474,37.662,-76.42
Spring Bay,IL,Village,474,40.816,-89.532
Sterling,MI,Village,474,44.033,-84.019
Alba,TX,Town,473,32.787,-95.632
Lime Springs,IA,City,473,43.45,-92.284
Salesville,AR,City,473,36.241,-92.277
Waubay,SD,City,473,45.335,-97.305
Allenhurst,NJ,Borough,472,40.236,-74.002
Cayuga,NY,Village,472,42.92,-76.728
Clearview,WV,Village,472,40.14,-80.692
Covington,OK,Town,472,36.308,-97.588
Eolia,MO,Village,472,39.238,-91.013
Galena,AK,City,472,64.74,-156.874
Hanover,MI,Village,472,42.101,-84.555
Hopkins,MO,City,472,40.551,-94.817
Lane,SC,Town,472,33.525,-79.88
Little River,KS,City,472,38.398,-98.015
Lovilia,IA,City,472,41.135,-92.908
Mariaville,ME,Town,472,44.768,-68.4
Presho,SD,City,472,43.907,-100.058
Russell,IA,City,472,40.98,-93.201
Secretary,MD,Town,472,38.608,-75.947
Staunton,IN,Town,472,39.486,-87.189
Altura,MN,City,471,44.064,-91.944
Bryant,SD,City,471,44.59,-97.467
Corbin City,NJ,City,471,39.302,-74.706
Dumas,MS,Town,471,34.638,-88.843
Ephesus,GA,City,471,33.407,-85.26
Holt,MO,City,471,39.455,-94.347
Ketchum,OK,Town,471,36.524,-95.032
Kirkersville,OH,Village,471,39.95,-82.598
Macksville,KS,City,471,37.957,-98.969
Mount Blanchard,OH,Village,471,40.899,-83.557
Shoshoni,WY,Town,471,43.238,-108.107
Tolland,MA,Town,471,42.091,-73.02
Bowdle,SD,City,470,45.451,-99.656
Courtland,MS,Town,470,34.241,-89.943
Gordon,TX,City,470,32.545,-98.368
Mineral,VA,Town,470,38.008,-77.906
Ashby,MN,City,469,46.093,-95.816
Dix,IL,Village,469,38.444,-88.946
Gadsden,TN,Town,469,35.777,-88.986
Loganton,PA,Borough,469,41.034,-77.302
Nome,TX,City,469,30.038,-94.405
Roxie,MS,Town,469,31.505,-91.068
St Francis,SD,Town,469,43.143,-100.903
Buffalo Springs,TX,Village,468,33.538,-101.701
Canton,OK,Town,468,36.055,-98.588
Cheneyville,LA,Town,468,31.011,-92.29
Green Ridge,MO,City,468,38.621,-93.41
Lenzburg,IL,Village,468,38.286,-89.819
Montrose,SD,City,468,43.7,-97.184
Mosier,OR,City,468,45.685,-121.398
Olustee,OK,Town,468,34.548,-99.424
Pippa Passes,KY,City,468,37.334,-82.873
Cherry Valley,NY,Village,467,42.798,-74.752
Emden,IL,Village,467,40.298,-89.485
Pierce,ID,City,467,46.493,-115.8
Plainview,AR,City,467,34.99,-93.298
Randolph,UT,Town,467,41.664,-111.185
Tremont,MS,Town,467,34.234,-88.249
Waldo,WI,Village,467,43.677,-87.947
Clayhatchee,AL,Town,466,31.237,-85.721
Idaho City,ID,City,466,43.828,-115.831
McGuffey,OH,Village,466,40.693,-83.786
Moran,KS,City,466,37.917,-95.171
Norway,IA,City,466,41.902,-91.923
Randolph,MN,City,466,44.525,-93.019
Thornburg,PA,Borough,466,40.435,-80.084
Ullin,IL,Village,466,37.278,-89.177
Avon,AL,Town,465,31.18,-85.279
Carsonville,MI,Village,465,43.426,-82.673
Cedar Creek,NE,Village,465,41.046,-96.102
Chrisney,IN,Town,465,38.011,-87.031
Humeston,IA,City,465,40.861,-93.497
Norfork,AR,City,465,36.209,-92.276
North Fairfield,OH,Village,465,41.105,-82.613
Ohio,IL,Village,465,41.556,-89.461
Tijeras,NM,Village,465,35.089,-106.376
Warm Springs,GA,City,465,32.887,-84.679
Barton,MD,Town,464,39.532,-79.017
Bell City,MO,City,464,37.024,-89.819
Bowen,IL,Village,464,40.232,-91.063
Clearbrook,MN,City,464,47.696,-95.428
Jerome,AZ,Town,464,34.747,-112.107
New Germany,MN,City,464,44.887,-93.972
North Salem,IN,Town,464,39.86,-86.644
Plantersville,TX,City,464,30.337,-95.892
Poland,NY,Village,464,43.226,-75.061
Ravia,OK,Town,464,34.241,-96.757
Tovey,IL,Village,464,39.588,-89.449
Altona,IL,Village,463,41.116,-90.165
Gettysburg,OH,Village,463,40.116,-84.496
Glen St Mary,FL,Town,463,30.275,-82.16
Humphrey,AR,City,463,34.423,-91.702
McIntosh,FL,Town,463,29.449,-82.221
Odum,GA,City,463,31.672,-82.024
Urich,MO,City,463,38.46,-93.999
Akiak,AK,City,462,60.91,-161.216
Ashley,IL,City,462,38.328,-89.189
Crawfordsville,AR,Town,462,35.227,-90.324
Fessenden,ND,City,462,47.649,-99.627
Oakland,MS,Town,462,34.056,-89.915
Rothbury,MI,Village,462,43.508,-86.346
Sharon,SC,Town,462,34.952,-81.344
Wibaux,MT,Town,462,46.987,-104.19
Williamsburg,NM,Village,462,33.116,-107.296
Central City,AR,Town,461,35.336,-94.238
Ducktown,TN,City,461,35.036,-84.386
Greensboro,FL,Town,461,30.57,-84.745
Hayesville,NC,Town,461,35.046,-83.819
Mechanicsville,PA,Borough,461,40.691,-76.181
Mount Vernon,SD,City,461,43.713,-98.261
Topsail Beach,NC,Town,461,34.366,-77.648
Winchester,KS,City,461,39.323,-95.269
Winter Harbor,ME,Town,461,44.405,-68.065
Canaseraga,NY,Village,460,42.462,-77.777
Fort Ann,NY,Village,460,43.416,-73.49
Holly Grove,AR,City,460,34.602,-91.2
Leola,AR,Town,460,34.17,-92.591
Logan,KS,City,460,39.662,-99.567
Point Arena,CA,City,460,38.912,-123.696
Qulin,MO,City,460,36.595,-90.246
Ansley,NE,Village,459,41.288,-99.383
Higbee,MO,City,459,39.306,-92.513
Pierron,IL,Village,459,38.773,-89.598
Richmond,KS,City,459,38.401,-95.253
St Rose,IL,Village,459,38.681,-89.555
Wolsey,SD,Town,459,44.411,-98.474
Allendale,IL,Village,458,38.528,-87.71
Craigmont,ID,City,458,46.242,-116.471
Creedmoor,TX,City,458,30.096,-97.745
Danube,MN,City,458,44.791,-95.103
Eldorado,OH,Village,458,39.904,-84.675
Kosse,TX,Town,458,31.307,-96.629
Melbourne,KY,City,458,39.032,-84.371
Micro,NC,Town,458,35.563,-78.204
Nezperce,ID,City,458,46.233,-116.24
Racine,MN,City,458,43.776,-92.48
Stacyville,IA,City,458,43.439,-92.784
Troutville,VA,Town,458,37.417,-79.878
Blue River,WI,Village,457,43.185,-90.571
Camden Point,MO,City,457,39.454,-94.749
Cawker City,KS,City,457,39.51,-98.433
Cinco Bayou,FL,Town,457,30.422,-86.61
Ehrhardt,SC,Town,457,33.099,-81.014
Hunts Point,WA,Town,457,47.642,-122.227
Johnson,OK,Town,457,35.414,-96.835
Lindsey,OH,Village,457,41.422,-83.221
Malcolm,NE,Village,457,40.909,-96.866
McKenney,VA,Town,457,36.985,-77.722
Nichols,NY,Village,457,42.02,-76.37
North Hampton,OH,Village,457,39.989,-83.944
Rouseville,PA,Borough,457,41.469,-79.681
Runnells,IA,City,457,41.514,-93.36
Salemburg,NC,Town,457,35.015,-78.503
Aguilar,CO,Town,456,37.404,-104.655
Argonia,KS,City,456,37.268,-97.763
Broadus,MT,Town,456,45.443,-105.408
Fife Lake,MI,Village,456,44.575,-85.349
Hixton,WI,Village,456,44.383,-91.015
Nelson,NE,City,456,40.201,-98.069
Perrysville,IN,Town,456,40.053,-87.436
St Michael,AK,City,456,63.465,-162.129
Aurora,NC,Town,455,35.303,-76.789
Drummond,OK,Town,455,36.301,-98.036
Dry Prong,LA,Village,455,31.581,-92.531
Evant,TX,Town,455,31.476,-98.15
Galena,MO,City,455,36.804,-93.469
Milton,IN,Town,455,39.787,-85.156
Springfield,SC,Town,455,33.497,-81.279
Sun River Terrace,IL,Village,455,41.123,-87.733
Westfield,ME,Town,455,46.552,-67.977
Attapulgus,GA,City,454,30.749,-84.484
Byers,TX,City,454,34.069,-98.191
Clifton,KS,City,454,39.568,-97.281
Coolville,OH,Village,454,39.22,-81.798
Dalton City,IL,Village,454,39.717,-88.808
Jerry City,OH,Village,454,41.254,-83.602
Lyerly,GA,Town,454,34.403,-85.404
Morgan,TX,City,454,32.016,-97.606
Munnsville,NY,Village,454,42.977,-75.587
Pineview,GA,Town,454,32.104,-83.509
Pittman Center,TN,Town,454,35.759,-83.388
Wyndmere,ND,City,454,46.264,-97.131
McCool Junction,NE,Village,453,40.744,-97.601
Summersville,MO,City,453,37.179,-91.658
Alberton,MT,Town,452,47.004,-114.485
Camargo,IL,Village,452,39.799,-88.168
Crestview,KY,City,452,39.025,-84.416
Encampment,WY,Town,452,41.209,-106.795
Glen Park,NY,Village,452,44.003,-75.958
Hawk Cove,TX,City,452,32.884,-96.083
Honomu,HI,Census-Designated Place,452,19.87,-155.11
Kaneville,IL,Village,452,41.834,-88.522
Mount Auburn,IL,Village,452,39.765,-89.259
North Adams,MI,Village,452,41.971,-84.525
State Line,MS,Town,452,31.436,-88.474
Caldwell,AR,Town,451,35.075,-90.809
Dushore,PA,Borough,451,41.526,-76.399
Fairchild,WI,Village,451,44.605,-90.957
Fletcher,OH,Village,451,40.142,-84.112
Glenbeulah,WI,Village,451,43.798,-88.047
Kennard,IN,Town,451,39.907,-85.522
LeRoy,KS,City,451,38.086,-95.633
Pink Hill,NC,Town,451,35.056,-77.744
South Bethany,DE,Town,451,38.516,-75.058
Thompsonville,MI,Village,451,44.52,-85.938
Avon,ME,Town,450,44.78,-70.313
Bakersville,NC,Town,450,36.015,-82.158
Bruceville,IN,Town,450,38.758,-87.415
Elkhart,IL,Village,450,40.014,-89.475
Forgan,OK,Town,450,36.907,-100.538
Fries,VA,Town,450,36.714,-80.975
Millry,AL,Town,450,31.625,-88.326
Offerman,GA,City,450,31.409,-82.113
Big Water,UT,Town,449,37.07,-111.655
Gibson,NC,Town,449,34.759,-79.607
Gilbert,LA,Village,449,32.054,-91.652
Grayson,LA,Village,449,32.049,-92.112
Hickory Grove,SC,Town,449,34.978,-81.418
Orbisonia,PA,Borough,449,40.243,-77.893
Reddick,FL,Town,449,29.369,-82.197
Robards,KY,City,449,37.679,-87.535
West Milford,WV,Town,449,39.204,-80.403
Windham,VT,Town,449,43.17,-72.719
Albion,IA,City,448,42.113,-92.989
Coloma,WI,Village,448,44.038,-89.532
Floyd,VA,Town,448,36.912,-80.318
Huttig,AR,City,448,33.041,-92.18
Meadville,MS,Town,448,31.472,-90.893
Peterstown,WV,Town,448,37.399,-80.795
Teachey,NC,Town,448,34.77,-78.008
Texline,TX,Town,448,36.376,-103.019
Three Springs,PA,Borough,448,40.197,-77.982
Westport,OK,Town,448,36.193,-96.337
Arabi,GA,Town,447,31.826,-83.728
Buffalo,IL,Village,447,39.85,-89.409
De Land,IL,Village,447,40.122,-88.643
Fossil,OR,City,447,44.998,-120.215
Hayesville,OH,Village,447,40.776,-82.26
Ipava,IL,Village,447,40.353,-90.323
Kiana,AK,City,447,66.971,-160.438
Lake City,TX,Town,447,28.083,-97.883
Parish,NY,Village,447,43.406,-76.126
White City,KS,City,447,38.794,-96.735
Cornell,IL,Village,446,40.992,-88.729
Fordsville,KY,City,446,37.635,-86.718
Henry,TN,Town,446,36.2,-88.411
Landaff,NH,Town,446,44.152,-71.878
New Era,MI,Village,446,43.56,-86.347
Ridgeside,TN,City,446,35.035,-85.247
Versailles,IL,Village,446,39.884,-90.659
Waltham,VT,Town,446,44.135,-73.232
Beacon,IA,City,445,41.275,-92.681
Briarwood,KY,City,445,38.278,-85.592
Coalton,OH,Village,445,39.112,-82.611
Forkland,AL,Town,445,32.647,-87.867
Granada,CO,Town,445,38.063,-102.311
Lockhart,AL,Town,445,31.013,-86.35
Sumner,GA,Town,445,31.51,-83.736
Angus,TX,City,444,31.999,-96.428
Bowersville,GA,Town,444,34.372,-83.083
Cunningham,KS,City,444,37.645,-98.433
Hanalei,HI,Census-Designated Place,444,22.204,-159.498
Kivalina,AK,City,444,67.729,-164.54
Norwich,KS,City,444,37.457,-97.846
Shiloh,NJ,Borough,444,39.462,-75.293
South Wayne,WI,Village,444,42.567,-89.876
Beals,ME,Town,443,44.474,-67.582
Brushton,NY,Village,443,44.831,-74.512
Butte Falls,OR,Town,443,42.541,-122.569
Calumet,OK,Town,443,35.601,-98.124
Cambridge,ME,Town,443,45.036,-69.443
Copperhill,TN,City,443,34.997,-84.386
Emerado,ND,City,443,47.928,-97.361
Fifty Lakes,MN,City,443,46.766,-94.119
Greenville,MO,City,443,37.127,-90.448
Kanopolis,KS,City,443,38.708,-98.158
Beaver,OH,Village,442,39.035,-82.826
Brookford,NC,Town,442,35.703,-81.344
Kanarraville,UT,Town,442,37.538,-113.181
Leeds,ND,City,442,48.289,-99.44
Mansfield,GA,City,442,33.517,-83.736
Platea,PA,Borough,442,41.951,-80.33
Shippenville,PA,Borough,442,41.253,-79.463
Bay City,WI,Village,441,44.588,-92.457
Bolton,MS,Town,441,32.355,-90.459
Fairfield,ID,City,441,43.348,-114.801
Glasco,KS,City,441,39.361,-97.837
Hytop,AL,Town,441,34.906,-86.085
Klemme,IA,City,441,43.01,-93.601
Lodge Grass,MT,Town,441,45.314,-107.367
Michigantown,IN,Town,441,40.328,-86.392
Oglesby,TX,City,441,31.419,-97.511
Roann,IN,Town,441,40.911,-85.924
Rosslyn Farms,PA,Borough,441,40.422,-80.089
Smyer,TX,Town,441,33.587,-102.164
Union Grove,TX,City,441,32.575,-94.915
Vermillion,MN,City,441,44.67,-92.963
Weir,MS,Town,441,33.26,-89.295
Ansonville,NC,Town,440,35.104,-80.11
Grand View,ID,City,440,42.985,-116.094
Keytesville,MO,City,440,39.431,-92.938
Leicester,NY,Village,440,42.771,-77.897
Miltonvale,KS,City,440,39.35,-97.452
Naylor,MO,City,440,36.574,-90.606
Otterville,MO,City,440,38.703,-93.003
Stratton,VT,Town,440,43.068,-72.936
Aquinnah,MA,Town,439,41.338,-70.806
Clintonville,PA,Borough,439,41.201,-79.875
Eskridge,KS,City,439,38.86,-96.105
Hoffman,IL,Village,439,38.54,-89.264
Little Rock,IA,City,439,43.445,-95.88
Lyons,PA,Borough,439,40.481,-75.759
Mackay,ID,City,439,43.912,-113.612
Mount Crawford,VA,Town,439,38.361,-78.941
Ocheyedan,IA,City,439,43.418,-95.537
Palmer,NE,Village,439,41.222,-98.26
Ravenwood,MO,Town,439,40.353,-94.672
Smyrna,ME,Town,439,46.165,-68.103
Stillmore,GA,City,439,32.442,-82.214
Uvalda,GA,City,439,32.038,-82.507
Wilbur Park,MO,Village,439,38.553,-90.309
Binger,OK,Town,438,35.31,-98.343
Forest Hills,KY,City,438,38.217,-85.583
Friendsville,MD,Town,438,39.663,-79.404
Hawkeye,IA,City,438,42.938,-91.95
Holden,UT,Town,438,39.1,-112.271
Ronda,NC,Town,438,36.222,-80.943
Rowlesburg,WV,Town,438,39.349,-79.677
Society Hill,SC,Town,438,34.51,-79.854
St Francis,ME,Town,438,47.142,-68.873
Bird City,KS,City,437,39.75,-101.533
DISH,TX,Town,437,33.129,-97.308
Falkner,MS,Town,437,34.839,-88.943
Grandview,IA,City,437,41.277,-91.188
Harrisville,MI,City,437,44.657,-83.295
Junction City,LA,Village,437,33.007,-92.723
Keota,OK,Town,437,35.257,-94.922
Norbourne Estates,KY,City,437,38.247,-85.647
Norwood,IL,Village,437,40.707,-89.7
Wiley,CO,Town,437,38.156,-102.719
Amsterdam,OH,Village,436,40.472,-80.922
Ashton,IA,City,436,43.309,-95.794
Avondale,MO,City,436,39.155,-94.545
Baileyton,TN,Town,436,36.324,-82.836
Blue Springs,MS,Village,436,34.401,-88.872
Cement,OK,Town,436,34.936,-98.136
Charleston,UT,Town,436,40.467,-111.465
Cumming,IA,City,436,41.487,-93.756
Dillwyn,VA,Town,436,37.541,-78.461
Fox Chase,KY,City,436,38.045,-85.691
Fredonia,PA,Borough,436,41.322,-80.258
Gateway,AR,Town,436,36.487,-93.937
Lynd,MN,City,436,44.401,-95.873
Plymouth,IL,Village,436,40.292,-90.916
Ramey,PA,Borough,436,40.802,-78.401
River Bluff,KY,City,436,38.372,-85.604
Scales Mound,IL,Village,436,42.478,-90.251
Sturgeon Lake,MN,City,436,46.391,-92.822
Tangier,VA,Town,436,37.824,-75.99
Arlington,KS,City,435,37.896,-98.177
Bolivar,PA,Borough,435,40.395,-79.152
Cherry,IL,Village,435,41.428,-89.214
Columbia,ME,Town,435,44.67,-67.818
Galva,IA,City,435,42.506,-95.418
Kennedy,AL,Town,435,33.581,-87.986
Leigh,NE,Village,435,41.703,-97.241
Maunaloa,HI,Census-Designated Place,435,21.134,-157.212
Pasadena Park,MO,Village,435,38.711,-90.297
Penn,PA,Borough,435,40.329,-79.642
Sheldon,MO,City,435,37.658,-94.296
Tehama,CA,City,435,40.022,-122.127
Westcliffe,CO,Town,435,38.134,-105.465
Beersheba Springs,TN,Town,434,35.459,-85.669
Leola,SD,City,434,45.721,-98.938
Lohrville,WI,Village,434,44.038,-89.121
Lost Nation,IA,City,434,41.967,-90.817
Ludlow,ME,Town,434,46.164,-67.971
Paukaa,HI,Census-Designated Place,434,19.761,-155.093
St Paul,OR,City,434,45.212,-122.977
Tallula,IL,Village,434,39.946,-89.937
Wilson,TX,City,434,33.319,-101.727
Cushman,AR,City,433,35.865,-91.779
Gage,OK,Town,433,36.318,-99.758
German Valley,IL,Village,433,42.214,-89.485
Glen Allen,AL,Town,433,33.892,-87.733
Leary,TX,City,433,33.467,-94.212
Mayersville,MS,Town,433,32.896,-91.047
Moorland,KY,City,433,38.272,-85.58
Rudolph,WI,Village,433,44.497,-89.802
Brighton,UT,Town,432,40.62,-111.592
Carmichaels,PA,Borough,432,39.898,-79.975
Endeavor,WI,Village,432,43.716,-89.471
Hampton,FL,City,432,29.864,-82.138
Hampton,NE,Village,432,40.881,-97.888
Lake City,CO,Town,432,38.031,-107.31
Leaf River,IL,Village,432,42.124,-89.404
Leonardville,KS,City,432,39.364,-96.86
New Albin,IA,City,432,43.497,-91.288
Red Level,AL,Town,432,31.407,-86.606
Thayer,KS,City,432,37.482,-95.494
Wilmot,SD,City,432,45.409,-96.857
Wykoff,MN,City,432,43.709,-92.266
Arnoldsville,GA,City,431,33.911,-83.22
Bonneau,SC,Town,431,33.313,-79.954
Brunson,SC,Town,431,32.924,-81.189
Hudson,WY,Town,431,42.903,-108.582
Miltona,MN,City,431,46.046,-95.293
Remsen,NY,Village,431,43.328,-75.187
Richfield,ID,City,431,43.052,-114.156
Rush Valley,UT,Town,431,40.354,-112.436
Sunrise Beach,MO,Village,431,38.169,-92.782
Towanda,IL,Village,431,40.563,-88.901
Wells River,VT,Village,431,44.156,-72.066
Allerton,IA,City,430,40.708,-93.369
Arden,DE,Village,430,39.811,-75.489
Batavia,IA,City,430,40.995,-92.167
Bryson,TX,City,430,33.166,-98.389
Hornbeck,LA,Town,430,31.326,-93.396
Jackson,NC,Town,430,36.39,-77.419
Karnak,IL,Village,430,37.294,-88.976
Ropesville,TX,City,430,33.413,-102.155
Sandyfield,NC,Town,430,34.368,-78.303
Tamms,IL,Village,430,37.242,-89.271
Timbercreek Canyon,TX,Village,430,35.054,-101.817
Tower,MN,City,430,47.816,-92.275
Williams Creek,IN,Town,430,39.9,-86.15
Badger,MN,City,429,48.777,-96.021
Calion,AR,City,429,33.328,-92.54
Harrington,WA,City,429,47.48,-118.255
Hecker,IL,Village,429,38.305,-89.994
Hunter,NY,Village,429,42.211,-74.215
Island,KY,City,429,37.443,-87.148
Lamont,IA,City,429,42.599,-91.64
Marquette,IA,City,429,43.044,-91.189
Otho,IA,City,429,42.422,-94.149
Sacramento,KY,City,429,37.416,-87.267
Sorento,IL,Village,429,39.0,-89.573
Sugar Grove,OH,Village,429,39.629,-82.546
Assaria,KS,City,428,38.68,-97.604
Beecher City,IL,Village,428,39.187,-88.788
Brevig Mission,AK,City,428,65.344,-166.508
Edgar,NE,City,428,40.368,-97.971
Fleming,CO,Town,428,40.682,-102.839
Fort Yukon,AK,City,428,66.588,-145.229
Goldonna,LA,Village,428,32.023,-92.928
Ione,WA,Town,428,48.74,-117.422
Milan,MN,City,428,45.113,-95.916
Tionesta,PA,Borough,428,41.498,-79.449
Whigham,GA,City,428,30.884,-84.325
Wrenshall,MN,City,428,46.622,-92.384
Bear Creek,WI,Village,427,44.531,-88.728
Cedar Fort,UT,Town,427,40.342,-112.109
Lisman,AL,Town,427,32.172,-88.284
Maupin,OR,City,427,45.172,-121.087
Neponset,IL,Village,427,41.297,-89.789
Ochelata,OK,Town,427,36.601,-95.981
Plymouth,UT,Town,427,41.875,-112.142
Rolling Hills,WY,Town,427,42.904,-105.843
Rutland,OH,Village,427,39.041,-82.128
Springfield,LA,Town,427,30.426,-90.544
Tyringham,MA,Town,427,42.249,-73.197
Waveland,IN,Town,427,39.877,-87.045
Bergman,AR,Town,426,36.313,-93.011
Bull Creek,MO,Village,426,36.715,-93.202
Fairview,IL,Village,426,40.655,-90.183
Lewiston Woodville,NC,Town,426,36.115,-77.18
Otter Lake,MI,Village,426,43.213,-83.46
Pleasant Groves,AL,Town,426,34.735,-86.205
Ravenden,AR,Town,426,36.239,-91.247
Sopchoppy,FL,City,426,30.06,-84.485
Anaktuvuk Pass,AK,City,425,68.152,-151.7
Coalport,PA,Borough,425,40.746,-78.53
Hammondville,AL,Town,425,34.566,-85.64
Jumpertown,MS,Town,425,34.709,-88.66
Rices Landing,PA,Borough,425,39.945,-79.998
Tangipahoa,LA,Village,425,30.876,-90.514
Almond,WI,Village,424,44.261,-89.409
Cement City,MI,Village,424,42.068,-84.327
Crown City,OH,Village,424,38.59,-82.297
Eastbrook,ME,Town,424,44.692,-68.233
Jamesville,NC,Town,424,35.812,-76.9
Oxford Junction,IA,City,424,41.984,-90.954
Portia,AR,Town,424,36.085,-91.071
Rowe,MA,Town,424,42.705,-72.902
Santee,NE,Village,424,42.839,-97.849
Alleman,IA,City,423,41.816,-93.609
Bruin,PA,Borough,423,41.054,-79.727
Carrollton,MS,Town,423,33.506,-89.922
Cochrane,WI,Village,423,44.227,-91.841
Harrod,OH,Village,423,40.707,-83.921
Lostant,IL,Village,423,41.14,-89.061
Lyman,WA,Town,423,48.524,-122.065
Oliver,WI,Village,423,46.649,-92.188
Riverside,NY,Village,423,42.155,-77.08
Summit,SC,Town,423,33.925,-81.423
Bernice,OK,Town,422,36.617,-94.915
Brisbin,PA,Borough,422,40.839,-78.351
Byromville,GA,Town,422,32.202,-83.907
Delbarton,WV,Town,422,37.705,-82.186
Edison,OH,Village,422,40.558,-82.863
Fair Play,MO,City,422,37.634,-93.577
Fisher,MN,City,422,47.799,-96.799
Irene,SD,City,422,43.084,-97.158
Ranburne,AL,Town,422,33.526,-85.339
Schulter,OK,Town,422,35.511,-95.957
Senecaville,OH,Village,422,39.935,-81.459
Tiger,GA,Town,422,34.846,-83.433
Wheeler,OR,City,422,45.687,-123.887
Wickett,TX,Town,422,31.567,-103.006
Winfield,TX,City,422,33.165,-95.111
Avery,TX,Town,421,33.551,-94.78
Hopewell,IL,Village,421,40.984,-89.457
Kinde,MI,Village,421,43.941,-82.997
Lewisville,ID,City,421,43.695,-112.013
Long Branch,PA,Borough,421,40.098,-79.88
Martensdale,IA,City,421,41.374,-93.739
Midway,AL,Town,421,32.076,-85.524
Potwin,KS,City,421,37.939,-97.018
Russian Mission,AK,City,421,61.785,-161.369
Stockdale,PA,Borough,421,40.083,-79.851
Thornton,TX,Town,421,31.41,-96.574
Capon Bridge,WV,Town,420,39.302,-78.433
Delhi,IA,City,420,42.434,-91.326
Dill City,OK,Town,420,35.282,-99.134
Evening Shade,AR,City,420,36.07,-91.622
Junction City,WI,Village,420,44.595,-89.77
Lefors,TX,Town,420,35.44,-100.804
Saltillo,TN,Town,420,35.38,-88.215
Arlington,IA,City,419,42.749,-91.671
Fairview,MO,Town,419,36.817,-94.087
Hallsburg,TX,City,419,31.585,-96.918
Manalapan,FL,Town,419,26.567,-80.04
Paden,OK,Town,419,35.507,-96.567
Petersburg,PA,Borough,419,40.573,-78.051
Scotts Mills,OR,City,419,45.041,-122.669
Stringtown,OK,Town,419,34.468,-96.053
Union,WV,Town,419,37.591,-80.54
Vanderbilt,PA,Borough,419,40.034,-79.663
Wainiha,HI,Census-Designated Place,419,22.192,-159.547
Burt,IA,City,418,43.199,-94.221
Corder,MO,City,418,39.099,-93.639
East Arcadia,NC,Town,418,34.382,-78.324
Highland Haven,TX,City,418,30.607,-98.395
Hilda,SC,Town,418,33.281,-81.245
Hoffman,NC,Town,418,35.031,-79.549
Lafe,AR,Town,418,36.209,-90.504
Mapleton,PA,Borough,418,40.392,-77.942
Soso,MS,Town,418,31.75,-89.279
St Elizabeth,MO,Village,418,38.256,-92.267
St Joe,IN,Town,418,41.315,-84.903
Birdseye,IN,Town,417,38.311,-86.697
Burkeville,VA,Town,417,37.188,-78.194
Deweyville,UT,Town,417,41.693,-112.088
Elizabeth,LA,Town,417,30.866,-92.802
Ernest,PA,Borough,417,40.679,-79.166
Hillsdale,IL,Village,417,41.611,-90.176
Holton,IN,Town,417,39.075,-85.385
North Haven,ME,Town,417,44.166,-68.842
St Helena,NC,Village,417,34.517,-77.917
Stanton,TN,Town,417,35.461,-89.401
Wasco,OR,City,417,45.592,-120.697
West Jefferson,AL,Town,417,33.649,-87.068
Arapahoe,NC,Town,416,35.021,-76.826
Black Sands,HI,Census-Designated Place,416,19.414,-154.959
Centertown,KY,City,416,37.418,-86.996
Ellsinore,MO,City,416,36.933,-90.747
Herreid,SD,City,416,45.838,-100.075
Holland Patent,NY,Village,416,43.241,-75.257
Martinsville,OH,Village,416,39.321,-83.811
Melvin,IL,Village,416,40.571,-88.247
Newport,IN,Town,416,39.884,-87.407
Parryville,PA,Borough,416,40.822,-75.671
Potts Camp,MS,Town,416,34.649,-89.306
Webb,MS,Town,416,33.948,-90.346
Wilmot,AR,City,416,33.061,-91.574
Almond,NY,Village,415,42.319,-77.739
